скважина;ствол;название_залежи;месяц;год;закачка_воды_технологическая_м3;приемистость_тех__расчетная;закачка_технологическая_с_начала_эксплуатации_м3;время_работы_с_начала_эксплуатации_сут
909;1;Турнейский пласт Т1;2;2017;981;35;203812;5571
909;1;Турнейский пласт Т1;3;2017;1087;35;204899;5602
909;1;Турнейский пласт Т1;4;2017;1111;37;206010;5632
909;1;Турнейский пласт Т1;5;2017;1353;44;207363;5663
909;1;Турнейский пласт Т1;6;2017;1841;61;209204;5693
909;1;Турнейский пласт Т1;7;2017;143;36;209347;5697
909;1;Турнейский пласт Т1;8;2017;653;35;210000;5715
909;1;Турнейский пласт Т1;9;2017;1167;39;211167;5745
909;1;Турнейский пласт Т1;10;2017;1361;44;212528;5776
909;1;Турнейский пласт Т1;11;2017;1310;44;213838;5806
909;1;Турнейский пласт Т1;12;2017;1063;34;214901;5837
912;1;Турнейский пласт Т1;1;2017;620;20;56329;2679
912;1;Турнейский пласт Т1;2;2017;560;20;56889;2707
912;1;Турнейский пласт Т1;3;2017;620;20;57509;2738
912;1;Турнейский пласт Т1;4;2017;1121;37;58630;2768
912;1;Турнейский пласт Т1;5;2017;633;20;59263;2799
912;1;Турнейский пласт Т1;6;2017;603;20;59866;2829
912;1;Турнейский пласт Т1;7;2017;632;20;60498;2860
912;1;Турнейский пласт Т1;8;2017;617;20;61115;2891
912;1;Турнейский пласт Т1;9;2017;1051;35;62166;2921
912;1;Турнейский пласт Т1;10;2017;623;20;62789;2952
912;1;Турнейский пласт Т1;11;2017;609;20;63398;2982
912;1;Турнейский пласт Т1;12;2017;626;20;64024;3013
760;1;Турнейский пласт Т1;1;2017;713;23;135345;7204
760;1;Турнейский пласт Т1;2;2017;645;23;135990;7232
760;1;Турнейский пласт Т1;3;2017;713;23;136703;7263
760;1;Турнейский пласт Т1;4;2017;998;33;137701;7293
760;1;Турнейский пласт Т1;5;2017;728;23;138429;7324
760;1;Турнейский пласт Т1;6;2017;694;23;139123;7354
760;1;Турнейский пласт Т1;7;2017;1002;32;140125;7385
760;1;Турнейский пласт Т1;8;2017;849;27;140974;7416
760;1;Турнейский пласт Т1;9;2017;26;26;141000;7417
760;1;Турнейский пласт Т1;10;2017;0;0;141000;7417
760;1;Турнейский пласт Т1;11;2017;0;0;141000;7417
760;1;Турнейский пласт Т1;12;2017;714;23;141714;7447
779;1;Турнейский пласт Т1;1;2017;930;30;279398;8625
779;1;Турнейский пласт Т1;2;2017;841;30;280239;8653
779;1;Турнейский пласт Т1;3;2017;930;30;281169;8684
779;1;Турнейский пласт Т1;4;2017;952;32;282121;8714
779;1;Турнейский пласт Т1;5;2017;950;31;283071;8745
779;1;Турнейский пласт Т1;6;2017;90;30;283161;8748
779;1;Турнейский пласт Т1;7;2017;0;0;283161;8748
779;1;Турнейский пласт Т1;8;2017;480;30;283641;8764
779;1;Турнейский пласт Т1;9;2017;900;30;284541;8794
779;1;Турнейский пласт Т1;10;2017;931;30;285472;8825
779;1;Турнейский пласт Т1;11;2017;901;30;286373;8855
779;1;Турнейский пласт Т1;12;2017;933;30;287306;8886
723;1;Турнейский пласт Т1;1;2017;713;23;117542;5178
723;1;Турнейский пласт Т1;2;2017;645;23;118187;5206
723;1;Турнейский пласт Т1;3;2017;713;23;118900;5237
723;1;Турнейский пласт Т1;4;2017;973;32;119873;5267
723;1;Турнейский пласт Т1;5;2017;728;23;120601;5298
723;1;Турнейский пласт Т1;6;2017;694;23;121295;5328
723;1;Турнейский пласт Т1;7;2017;1774;57;123069;5359
723;1;Турнейский пласт Т1;8;2017;1239;40;124308;5390
723;1;Турнейский пласт Т1;9;2017;556;26;124864;5412
723;1;Турнейский пласт Т1;10;2017;716;23;125580;5443
723;1;Турнейский пласт Т1;11;2017;700;23;126280;5473
723;1;Турнейский пласт Т1;12;2017;720;23;127000;5504
724;1;Турнейский пласт Т1;1;2017;589;19;118768;5897
724;1;Турнейский пласт Т1;2;2017;532;19;119300;5925
724;1;Турнейский пласт Т1;3;2017;589;19;119889;5956
724;1;Турнейский пласт Т1;4;2017;261;20;120150;5969
724;1;Турнейский пласт Т1;5;2017;485;19;120635;5994
724;1;Турнейский пласт Т1;6;2017;573;19;121208;6024
724;1;Турнейский пласт Т1;7;2017;821;26;122029;6055
724;1;Турнейский пласт Т1;8;2017;698;23;122727;6086
724;1;Турнейский пласт Т1;9;2017;634;21;123361;6116
724;1;Турнейский пласт Т1;10;2017;592;19;123953;6147
724;1;Турнейский пласт Т1;11;2017;579;19;124532;6177
724;1;Турнейский пласт Т1;12;2017;595;19;125127;6208
725;1;Турнейский пласт Т1;1;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;2;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;3;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;4;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;5;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;6;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;7;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;8;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;9;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;10;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;11;2017;0;0;162281;5882
725;1;Турнейский пласт Т1;12;2017;0;0;162281;5882
729;1;Тульский пласт Тл2а;1;2018;104;3;4567;4602
729;1;Тульский пласт Тл2а;2;2018;94;3;4661;4630
729;1;Тульский пласт Тл2а;3;2018;104;3;4765;4661
729;1;Тульский пласт Тл2а;4;2018;89;3;4854;4691
729;1;Тульский пласт Тл2а;5;2018;103;3;4957;4722
729;1;Тульский пласт Тл2а;6;2018;100;3;5057;4752
729;1;Тульский пласт Тл2а;7;2018;135;4;5192;4783
729;1;Тульский пласт Тл2а;8;2018;60;4;5252;4798
729;1;Тульский пласт Тл2а;9;2018;100;3;5352;4828
729;1;Тульский пласт Тл2а;10;2018;104;3;5456;4859
729;1;Тульский пласт Тл2а;11;2018;100;3;5556;4889
729;1;Тульский пласт Тл2а;12;2018;123;4;5679;4920
937;1;Тульский пласт Тл2а;1;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;2;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;3;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;4;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;5;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;6;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;7;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;8;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;9;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;10;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;11;2018;0;0;38496;2546
937;1;Тульский пласт Тл2а;12;2018;0;0;38496;2546
910;1;Тульский пласт Тл2а;1;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;2;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;3;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;4;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;5;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;6;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;7;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;8;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;9;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;10;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;11;2018;0;0;75299;5413
910;1;Тульский пласт Тл2а;12;2018;0;0;75299;5413
918;1;Тульский пласт Тл2а;1;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;2;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;3;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;4;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;5;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;6;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;7;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;8;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;9;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;10;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;11;2018;0;0;9024;2072
918;1;Тульский пласт Тл2а;12;2018;0;0;9024;2072
921;1;Тульский пласт Тл2а;1;2018;589;19;84892;4889
921;1;Тульский пласт Тл2а;2;2018;532;19;85424;4917
921;1;Тульский пласт Тл2а;3;2018;589;19;86013;4948
921;1;Тульский пласт Тл2а;4;2018;571;19;86584;4978
921;1;Тульский пласт Тл2а;5;2018;590;19;87174;5009
921;1;Тульский пласт Тл2а;6;2018;571;19;87745;5039
921;1;Тульский пласт Тл2а;7;2018;589;19;88334;5070
921;1;Тульский пласт Тл2а;8;2018;589;19;88923;5101
921;1;Тульский пласт Тл2а;9;2018;570;19;89493;5131
921;1;Тульский пласт Тл2а;10;2018;589;19;90082;5162
921;1;Тульский пласт Тл2а;11;2018;570;19;90652;5192
921;1;Тульский пласт Тл2а;12;2018;589;19;91241;5223
927;1;Тульский пласт Тл2а;1;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;2;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;3;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;4;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;5;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;6;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;7;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;8;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;9;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;10;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;11;2018;0;0;104416;5541
927;1;Тульский пласт Тл2а;12;2018;0;0;104416;5541
914;1;Тульский пласт Тл2а;1;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;2;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;3;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;4;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;5;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;6;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;7;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;8;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;9;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;10;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;11;2018;0;0;144948;3913
914;1;Тульский пласт Тл2а;12;2018;0;0;144948;3913
797;1;Тульский пласт Тл2а;1;2018;237;8;10918;4946
797;1;Тульский пласт Тл2а;2;2018;214;8;11132;4974
797;1;Тульский пласт Тл2а;3;2018;237;8;11369;5005
797;1;Тульский пласт Тл2а;4;2018;241;8;11610;5035
797;1;Тульский пласт Тл2а;5;2018;237;8;11847;5066
797;1;Тульский пласт Тл2а;6;2018;230;8;12077;5096
797;1;Тульский пласт Тл2а;7;2018;206;10;12283;5117
797;1;Тульский пласт Тл2а;8;2018;281;9;12564;5148
797;1;Тульский пласт Тл2а;9;2018;230;8;12794;5178
797;1;Тульский пласт Тл2а;10;2018;237;8;13031;5209
797;1;Тульский пласт Тл2а;11;2018;230;8;13261;5239
797;1;Тульский пласт Тл2а;12;2018;218;7;13479;5270
752;1;Тульский пласт Тл2б;1;2018;1088;35;153344;5133
752;1;Тульский пласт Тл2б;2;2018;1025;37;154369;5161
752;1;Тульский пласт Тл2б;3;2018;1123;36;155492;5192
752;1;Тульский пласт Тл2б;4;2018;1275;43;156767;5222
752;1;Тульский пласт Тл2б;5;2018;1123;36;157890;5253
752;1;Тульский пласт Тл2б;6;2018;1307;44;159197;5283
752;1;Тульский пласт Тл2б;7;2018;1222;39;160419;5314
752;1;Тульский пласт Тл2б;8;2018;1295;42;161714;5345
752;1;Тульский пласт Тл2б;9;2018;924;31;162638;5375
752;1;Тульский пласт Тл2б;10;2018;955;31;163593;5406
752;1;Тульский пласт Тл2б;11;2018;923;31;164516;5436
752;1;Тульский пласт Тл2б;12;2018;548;32;165064;5453
729;1;Тульский пласт Тл2б;1;2018;478;15;85329;4602
729;1;Тульский пласт Тл2б;2;2018;450;16;85779;4630
729;1;Тульский пласт Тл2б;3;2018;493;16;86272;4661
729;1;Тульский пласт Тл2б;4;2018;472;16;86744;4691
729;1;Тульский пласт Тл2б;5;2018;492;16;87236;4722
729;1;Тульский пласт Тл2б;6;2018;485;16;87721;4752
729;1;Тульский пласт Тл2б;7;2018;456;15;88177;4783
729;1;Тульский пласт Тл2б;8;2018;205;14;88382;4798
729;1;Тульский пласт Тл2б;9;2018;405;14;88787;4828
729;1;Тульский пласт Тл2б;10;2018;419;14;89206;4859
729;1;Тульский пласт Тл2б;11;2018;405;14;89611;4889
729;1;Тульский пласт Тл2б;12;2018;564;18;90175;4920
934;1;Тульский пласт Тл2б;1;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;2;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;3;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;4;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;5;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;6;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;7;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;8;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;9;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;10;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;11;2018;0;0;48966;2374
934;1;Тульский пласт Тл2б;12;2018;0;0;48966;2374
937;1;Тульский пласт Тл2б;1;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;2;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;3;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;4;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;5;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;6;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;7;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;8;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;9;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;10;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;11;2018;0;0;61586;2546
937;1;Тульский пласт Тл2б;12;2018;0;0;61586;2546
784;1;Тульский пласт Тл2б;1;2018;878;28;168122;7762
784;1;Тульский пласт Тл2б;2;2018;827;30;168949;7790
784;1;Тульский пласт Тл2б;3;2018;905;29;169854;7821
784;1;Тульский пласт Тл2б;4;2018;1006;34;170860;7851
784;1;Тульский пласт Тл2б;5;2018;904;29;171764;7882
784;1;Тульский пласт Тл2б;6;2018;505;30;172269;7899
784;1;Тульский пласт Тл2б;7;2018;965;31;173234;7930
784;1;Тульский пласт Тл2б;8;2018;777;25;174011;7961
784;1;Тульский пласт Тл2б;9;2018;745;25;174756;7991
784;1;Тульский пласт Тл2б;10;2018;770;25;175526;8022
784;1;Тульский пласт Тл2б;11;2018;745;25;176271;8052
784;1;Тульский пласт Тл2б;12;2018;947;31;177218;8083
785;1;Тульский пласт Тл2б;1;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;2;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;3;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;4;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;5;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;6;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;7;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;8;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;9;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;10;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;11;2018;0;0;105329;4494
785;1;Тульский пласт Тл2б;12;2018;0;0;105329;4494
910;1;Тульский пласт Тл2б;1;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;2;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;3;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;4;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;5;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;6;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;7;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;8;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;9;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;10;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;11;2018;0;0;90347;5413
910;1;Тульский пласт Тл2б;12;2018;0;0;90347;5413
918;1;Тульский пласт Тл2б;1;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;2;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;3;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;4;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;5;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;6;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;7;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;8;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;9;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;10;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;11;2018;0;0;12896;2072
918;1;Тульский пласт Тл2б;12;2018;0;0;12896;2072
921;1;Тульский пласт Тл2б;1;2018;589;19;81995;4889
921;1;Тульский пласт Тл2б;2;2018;532;19;82527;4917
921;1;Тульский пласт Тл2б;3;2018;590;19;83117;4948
921;1;Тульский пласт Тл2б;4;2018;570;19;83687;4978
921;1;Тульский пласт Тл2б;5;2018;590;19;84277;5009
921;1;Тульский пласт Тл2б;6;2018;570;19;84847;5039
921;1;Тульский пласт Тл2б;7;2018;590;19;85437;5070
921;1;Тульский пласт Тл2б;8;2018;589;19;86026;5101
921;1;Тульский пласт Тл2б;9;2018;570;19;86596;5131
921;1;Тульский пласт Тл2б;10;2018;589;19;87185;5162
921;1;Тульский пласт Тл2б;11;2018;570;19;87755;5192
921;1;Тульский пласт Тл2б;12;2018;589;19;88344;5223
927;1;Тульский пласт Тл2б;1;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;2;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;3;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;4;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;5;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;6;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;7;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;8;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;9;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;10;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;11;2018;0;0;118763;5447
927;1;Тульский пласт Тл2б;12;2018;0;0;118763;5447
931;1;Тульский пласт Тл2б;1;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;2;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;3;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;4;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;5;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;6;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;7;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;8;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;9;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;10;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;11;2018;0;0;23376;1533
931;1;Тульский пласт Тл2б;12;2018;0;0;23376;1533
901;1;Тульский пласт Тл2б;1;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;2;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;3;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;4;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;5;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;6;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;7;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;8;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;9;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;10;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;11;2018;0;0;142851;443
901;1;Тульский пласт Тл2б;12;2018;0;0;142851;443
902;1;Тульский пласт Тл2б;1;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;2;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;3;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;4;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;5;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;6;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;7;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;8;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;9;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;10;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;11;2018;0;0;50659;2195
902;1;Тульский пласт Тл2б;12;2018;0;0;50659;2195
911;1;Тульский пласт Тл2б;1;2018;948;31;106740;3876
911;1;Тульский пласт Тл2б;2;2018;893;32;107633;3904
911;1;Тульский пласт Тл2б;3;2018;978;32;108611;3935
911;1;Тульский пласт Тл2б;4;2018;492;31;109103;3951
911;1;Тульский пласт Тл2б;5;2018;977;32;110080;3982
911;1;Тульский пласт Тл2б;6;2018;962;32;111042;4012
911;1;Тульский пласт Тл2б;7;2018;1014;33;112056;4043
911;1;Тульский пласт Тл2б;8;2018;839;27;112895;4074
911;1;Тульский пласт Тл2б;9;2018;805;27;113700;4104
911;1;Тульский пласт Тл2б;10;2018;831;27;114531;4135
911;1;Тульский пласт Тл2б;11;2018;804;27;115335;4165
911;1;Тульский пласт Тл2б;12;2018;871;28;116206;4196
912;1;Тульский пласт Тл2б;1;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;2;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;3;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;4;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;5;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;6;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;7;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;8;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;9;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;10;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;11;2018;0;0;54183;2284
912;1;Тульский пласт Тл2б;12;2018;0;0;54183;2284
914;1;Тульский пласт Тл2б;1;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;2;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;3;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;4;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;5;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;6;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;7;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;8;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;9;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;10;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;11;2018;0;0;114686;3913
914;1;Тульский пласт Тл2б;12;2018;0;0;114686;3913
790;1;Тульский пласт Тл2б;1;2018;230;7;1030;63
790;1;Тульский пласт Тл2б;2;2018;33;1;1063;91
790;1;Тульский пласт Тл2б;3;2018;91;3;1154;122
790;1;Тульский пласт Тл2б;4;2018;90;3;1244;152
790;1;Тульский пласт Тл2б;5;2018;91;3;1335;183
790;1;Тульский пласт Тл2б;6;2018;93;3;1428;213
790;1;Тульский пласт Тл2б;7;2018;380;12;1808;244
790;1;Тульский пласт Тл2б;8;2018;627;25;2435;269
790;1;Тульский пласт Тл2б;9;2018;750;25;3185;299
790;1;Тульский пласт Тл2б;10;2018;775;25;3960;330
790;1;Тульский пласт Тл2б;11;2018;750;25;4710;360
790;1;Тульский пласт Тл2б;12;2018;775;25;5485;391
791;1;Тульский пласт Тл2б;1;2018;246;8;53877;6721
791;1;Тульский пласт Тл2б;2;2018;231;8;54108;6749
791;1;Тульский пласт Тл2б;3;2018;253;8;54361;6780
791;1;Тульский пласт Тл2б;4;2018;243;8;54604;6810
791;1;Тульский пласт Тл2б;5;2018;253;8;54857;6841
791;1;Тульский пласт Тл2б;6;2018;351;12;55208;6871
791;1;Тульский пласт Тл2б;7;2018;128;8;55336;6888
791;1;Тульский пласт Тл2б;8;2018;218;7;55554;6919
791;1;Тульский пласт Тл2б;9;2018;209;7;55763;6949
791;1;Тульский пласт Тл2б;10;2018;216;7;55979;6980
791;1;Тульский пласт Тл2б;11;2018;209;7;56188;7010
791;1;Тульский пласт Тл2б;12;2018;226;7;56414;7041
797;1;Тульский пласт Тл2б;1;2018;817;26;88335;4959
797;1;Тульский пласт Тл2б;2;2018;769;27;89104;4987
797;1;Тульский пласт Тл2б;3;2018;842;27;89946;5018
797;1;Тульский пласт Тл2б;4;2018;955;32;90901;5048
797;1;Тульский пласт Тл2б;5;2018;841;27;91742;5079
797;1;Тульский пласт Тл2б;6;2018;829;28;92571;5109
797;1;Тульский пласт Тл2б;7;2018;520;25;93091;5129
797;1;Тульский пласт Тл2б;8;2018;723;23;93814;5160
797;1;Тульский пласт Тл2б;9;2018;694;23;94508;5190
797;1;Тульский пласт Тл2б;10;2018;716;23;95224;5221
797;1;Тульский пласт Тл2б;11;2018;693;23;95917;5251
797;1;Тульский пласт Тл2б;12;2018;750;24;96667;5282
756;1;Тульский пласт Тл2б;1;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;2;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;3;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;4;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;5;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;6;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;7;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;8;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;9;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;10;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;11;2018;0;0;8077;2725
756;1;Тульский пласт Тл2б;12;2018;0;0;8077;2725
935;1;Бобриковский горизонт;1;2018;0;0;436051;2596
935;1;Бобриковский горизонт;2;2018;0;0;436051;2596
935;1;Бобриковский горизонт;3;2018;0;0;436051;2596
935;1;Бобриковский горизонт;4;2018;0;0;436051;2596
935;1;Бобриковский горизонт;5;2018;0;0;436051;2596
935;1;Бобриковский горизонт;6;2018;0;0;436051;2596
935;1;Бобриковский горизонт;7;2018;0;0;436051;2596
935;1;Бобриковский горизонт;8;2018;0;0;436051;2596
935;1;Бобриковский горизонт;9;2018;0;0;436051;2596
935;1;Бобриковский горизонт;10;2018;0;0;436051;2596
935;1;Бобриковский горизонт;11;2018;0;0;436051;2596
935;1;Бобриковский горизонт;12;2018;0;0;436051;2596
937;1;Бобриковский горизонт;1;2018;0;0;669802;2546
937;1;Бобриковский горизонт;2;2018;0;0;669802;2546
937;1;Бобриковский горизонт;3;2018;0;0;669802;2546
937;1;Бобриковский горизонт;4;2018;0;0;669802;2546
937;1;Бобриковский горизонт;5;2018;0;0;669802;2546
937;1;Бобриковский горизонт;6;2018;0;0;669802;2546
937;1;Бобриковский горизонт;7;2018;0;0;669802;2546
